--- QtVCP Screen Started on: Sun, Apr 30 2023 17:27:39 ---
Sun30 17:27: Machine OFF
Sun30 17:27: Hard limits tripped
Sun30 17:27: Tool 0: No Tool
Sun30 17:27: Machine ON
Sun30 17:28: Machine OFF
